,1,2,3,4,5
50,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0
52,651849582.1051975,0.0,0.0,0.0,0.0
53,5842071.34081594,0.0,0.0,0.0,0.0
54,699587392.1177846,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0
58,155521309.30731285,0.0,0.0,0.0,0.0
59,6162593.817749908,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
61,1868412.393421875,0.0,0.0,0.0,0.0
62,99430718.2200872,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0
68,21732202.525005005,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0
70,7055851112.236474,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,7189039.575329063,0.0,0.0,0.0,0.0
73,142314745.1083313,0.0,0.0,0.0,0.0
74,265998.0451078415,0.0,0.0,0.0,0.0
75,11593567.896356251,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,22935773.962237503,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0
80,2708072.6851631254,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0
82,8297440.398154689,0.0,0.0,0.0,0.0
83,20537254.61841375,0.0,0.0,0.0,0.0
84,4278624.54271875,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0
87,20345061.201176256,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0
89,25008423.616575003,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0
92,234255209.30121517,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0
94,78784601.34254065,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0
96,475959189.4980695,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0
98,63233220.87144563,0.0,0.0,0.0,0.0
99,7090509.8486250015,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0
102,10662208.111406252,0.0,0.0,0.0,0.0
103,82363521.292605,0.0,0.0,0.0,0.0
104,25037070.18167251,0.0,0.0,0.0,0.0
105,19966914.5326875,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0
107,9886575.3406875,0.0,0.0,0.0,0.0
108,1426208.18090625,0.0,0.0,0.0,0.0
109,7105059.4584375005,0.0,0.0,0.0,0.0
110,52475665.47179907,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0
114,339794015.57922554,0.0,0.0,0.0,0.0
115,17361707.588898752,0.0,0.0,0.0,0.0
116,23195314.751942813,0.0,0.0,0.0,0.0
117,27881365.009024218,0.0,0.0,0.0,0.0
118,15765511.466683129,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0
120,11954518.311723754,0.0,0.0,0.0,0.0
121,4312379.6374837505,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0
125,205585954.25738335,0.0,0.0,0.0,0.0
126,80606196.3248325,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0
128,4157031.375,0.0,0.0,0.0,0.0
129,9907591.44375,0.0,0.0,0.0,0.0
130,46331942.613449104,0.0,0.0,0.0,0.0
131,47547792.304740004,0.0,0.0,0.0,0.0
132,1385677.125,0.0,0.0,0.0,0.0
133,351585910.04988956,0.0,0.0,0.0,0.0
134,371230468.7393335,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0
136,2847184684.801819,0.0,0.0,0.0,0.0
137,41132603.75029313,0.0,0.0,0.0,0.0
138,1385677.125,0.0,0.0,0.0,0.0
139,96982156.301625,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0
141,29939913.40093032,0.0,0.0,0.0,0.0
142,42786245.4271875,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0
145,374128682.4807024,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0
147,8536431.596096234,0.0,0.0,0.0,0.0
148,10501804.436878124,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0
150,112840459.63698378,0.0,0.0,0.0,0.0
151,29237267.70857813,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0
153,3708141.2703562495,0.0,0.0,0.0,0.0
154,60989484.70125001,0.0,0.0,0.0,0.0
155,20344464.205281563,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0
157,20680018.62314063,0.0,0.0,0.0,0.0
158,75072915.04820627,0.0,0.0,0.0,0.0
159,29950371.79903125,0.0,0.0,0.0,0.0
160,8980804.3933125,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0
162,9699739.875,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0
164,29710765.1295,0.0,0.0,0.0,0.0
165,23852238.87282469,0.0,0.0,0.0,0.0
166,12935708.200819688,0.0,0.0,0.0,0.0
167,58068439.64105626,0.0,0.0,0.0,0.0
168,960645453.7139052,0.0,0.0,0.0,0.0
169,20315003.554873127,0.0,0.0,0.0,0.0
170,31492691.639895946,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0
172,7776201.781352813,0.0,0.0,0.0,0.0
173,535874262.79898477,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0
175,45828961.447500005,0.0,0.0,0.0,0.0
176,59455352.32815938,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0
178,70854197.946525,0.0,0.0,0.0,0.0
179,656367578.6761211,0.0,0.0,0.0,0.0
180,121512937.01321253,0.0,0.0,0.0,0.0
181,41027590.209375,0.0,0.0,0.0,0.0
182,192450206.30338123,0.0,0.0,0.0,0.0
183,81116978.85299532,0.0,0.0,0.0,0.0
184,20382273.560368128,0.0,0.0,0.0,0.0
185,4787098.763737502,0.0,0.0,0.0,0.0
186,34371284.59733062,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0
189,18635216.46009188,0.0,0.0,0.0,0.0
190,27074042.114234067,0.0,0.0,0.0,0.0
191,37615243.66123782,0.0,0.0,0.0,0.0
192,85688541.31359376,0.0,0.0,0.0,0.0
193,373723115.97552764,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0
195,4339988.099468439,0.0,0.0,0.0,0.0
196,48858041.4118339,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0
198,26905634.99957813,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0
200,27738654.433697823,0.0,0.0,0.0,0.0
201,46257783.300855,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0
203,15555380.459062502,0.0,0.0,0.0,0.0
204,25300963.152281255,0.0,0.0,0.0,0.0
205,8179472288.815343,0.0,0.0,0.0,0.0
206,8176926.9038625015,0.0,0.0,0.0,0.0
207,20185314.568551566,0.0,0.0,0.0,0.0
208,15549895.487109374,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0
213,25742093.465025004,0.0,0.0,0.0,0.0
214,28849092.201897185,0.0,0.0,0.0,0.0
215,5086301.096953126,0.0,0.0,0.0,0.0
216,21234174.000046875,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0
218,9699739.875,0.0,0.0,0.0,0.0
219,110921708.68828958,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0
221,51084969.88614468,0.0,0.0,0.0,0.0
222,29909840.743125003,0.0,0.0,0.0,0.0
223,48640904.48995313,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0
226,75535457.01709513,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0
230,6432384.807568125,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0
234,35054391.08748938,0.0,0.0,0.0,0.0
235,1511780.6717606247,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0
237,195844796.55389252,0.0,0.0,0.0,0.0
238,32541876.70551563,0.0,0.0,0.0,0.0
239,44670220.12945408,0.0,0.0,0.0,0.0
240,10363779.447918752,0.0,0.0,0.0,0.0
241,786573577.1777035,0.0,0.0,0.0,0.0
242,30159167.93768813,0.0,0.0,0.0,0.0
243,113378511.13623562,0.0,0.0,0.0,0.0
244,13602730.443750003,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0
246,28051137.32742563,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0
249,29935591.243031252,0.0,0.0,0.0,0.0
250,120878987.41906315,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0
252,8224467.176559376,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0
254,134007564.4623403,0.0,0.0,0.0,0.0
255,69916519.47388503,0.0,0.0,0.0,0.0
256,148976002.20663565,0.0,0.0,0.0,0.0
257,16221544.56369661,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0
259,3178774630.6604466,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0
261,128366580.36882097,0.0,0.0,0.0,0.0
262,8224467.176559376,0.0,0.0,0.0,0.0
263,4221407.624765625,0.0,0.0,0.0,0.0
264,487179227.34022504,0.0,0.0,0.0,0.0
265,112772894.99034278,0.0,0.0,0.0,0.0
266,37322838.51311807,0.0,0.0,0.0,0.0
267,21459717.201490317,0.0,0.0,0.0,0.0
268,41200829.873004384,0.0,0.0,0.0,0.0
269,8427572.801156253,0.0,0.0,0.0,0.0
270,9892868.624296874,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0
272,32092037.412041258,0.0,0.0,0.0,0.0
273,427293535.0424557,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0
276,1721337.778105313,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0
278,173327786.92087027,0.0,0.0,0.0,0.0
279,15376360.212360004,0.0,0.0,0.0,0.0
280,563211269.9882355,0.0,0.0,0.0,0.0
281,370011354.6236822,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0
283,59358196.731270954,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0
285,40186022.302125,0.0,0.0,0.0,0.0
286,61267813.38873563,0.0,0.0,0.0,0.0
287,338572650.92761904,0.0,0.0,0.0,0.0
288,818967700.407662,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0
290,5704832.723625001,0.0,0.0,0.0,0.0
291,97154812.82613096,0.0,0.0,0.0,0.0
292,39696358.64807813,0.0,0.0,0.0,0.0
293,19288038.976683754,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0
296,3278512.07775,0.0,0.0,0.0,0.0
297,3164682171.8977175,0.0,0.0,0.0,0.0
298,408043176.7662072,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0
300,5951229.211068751,0.0,0.0,0.0,0.0
301,12628781.872363126,0.0,0.0,0.0,0.0
302,1669660595.6934636,0.0,0.0,0.0,0.0
303,2177496573.3549986,0.0,0.0,0.0,0.0
304,139422975.51616877,0.0,0.0,0.0,0.0
305,125964370.50492094,0.0,0.0,0.0,0.0
306,6378889042.39356,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0
309,42276518.32310157,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0
311,80997846.41690439,0.0,0.0,0.0,0.0
312,8196464.951325001,0.0,0.0,0.0,0.0
313,12149765.99229094,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0
315,157641631.25473538,0.0,0.0,0.0,0.0
316,34858319.159979,0.0,0.0,0.0,0.0
317,32762257.1049375,0.0,0.0,0.0,0.0
318,26385088.066607814,0.0,0.0,0.0,0.0
319,36143587.27621688,0.0,0.0,0.0,0.0
320,8600414.082612189,0.0,0.0,0.0,0.0
321,731050576.1540886,0.0,0.0,0.0,0.0
322,91838060.92125,0.0,0.0,0.0,0.0
323,47159950.515300006,0.0,0.0,0.0,0.0
324,1385677.125,0.0,0.0,0.0,0.0
325,120481508.24521877,0.0,0.0,0.0,0.0
326,1385677.125,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0,0.0
328,16196161.441438127,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0
330,189768217.83536536,0.0,0.0,0.0,0.0
331,31219982.298579376,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0
335,94467275.87596032,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0
338,21419104.1596875,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0
340,211647284.81465626,0.0,0.0,0.0,0.0
341,288832845.7922913,0.0,0.0,0.0,0.0
342,98994059.02553347,0.0,0.0,0.0,0.0
343,13710495.708492188,0.0,0.0,0.0,0.0
344,83594472.55509655,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0
346,780435159.8175546,0.0,0.0,0.0,0.0
347,559342543.7505938,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0
349,3037367.306610002,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0
351,67342989.97522195,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0
353,28822084.2,0.0,0.0,0.0,0.0
354,39183380.976403125,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0
356,78068248007.8201,0.0,0.0,0.0,0.0
357,8547118.630922815,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0
359,2194382285.29298,0.0,0.0,0.0,0.0
360,32678641.883022185,0.0,0.0,0.0,0.0
361,40229859.35270532,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0
364,18400060.123593748,0.0,0.0,0.0,0.0
365,57549652.51803469,0.0,0.0,0.0,0.0
366,980344241.1432242,0.0,0.0,0.0,0.0
367,1526042.7535696877,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0
373,18397808.398265626,0.0,0.0,0.0,0.0
374,274613247.8295414,0.0,0.0,0.0,0.0
375,656582891.76977,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0
377,5355699.824671876,0.0,0.0,0.0,0.0
378,41218922.197333135,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0
380,1385677.125,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0
382,347056913.3388458,0.0,0.0,0.0,0.0
383,194382889.8660535,0.0,0.0,0.0,0.0
384,128287672.98493782,0.0,0.0,0.0,0.0
385,24340619.620800003,0.0,0.0,0.0,0.0
386,22638204.23381055,0.0,0.0,0.0,0.0
387,826394755.225439,0.0,0.0,0.0,0.0
388,4254721.6123125,0.0,0.0,0.0,0.0
389,72259155.27911647,0.0,0.0,0.0,0.0
390,234468196.53580973,0.0,0.0,0.0,0.0
391,112915071.97605024,0.0,0.0,0.0,0.0
392,63477453.39311252,0.0,0.0,0.0,0.0
393,44298859.814685,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,0.0
395,168108043.96204883,0.0,0.0,0.0,0.0
396,40767729.55920001,0.0,0.0,0.0,0.0
397,2547349.150165313,0.0,0.0,0.0,0.0
398,27731340.367939696,0.0,0.0,0.0,0.0
399,5776315.59173583,0.0,0.0,0.0,0.0
400,22806257.03082563,0.0,0.0,0.0,0.0
401,1057219601.496916,0.0,0.0,0.0,0.0
402,2488447.479774375,0.0,0.0,0.0,0.0
403,8374750.789151252,0.0,0.0,0.0,0.0
404,24071059.230750002,0.0,0.0,0.0,0.0
405,17945168.882267818,0.0,0.0,0.0,0.0
406,92791291.31015626,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0
408,50104144.892025,0.0,0.0,0.0,0.0
409,52743490.301249996,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0
411,52247139.60034407,0.0,0.0,0.0,0.0
412,18635786.897175003,0.0,0.0,0.0,0.0
413,7090509.8486250015,0.0,0.0,0.0,0.0
414,40433572.365775324,0.0,0.0,0.0,0.0
415,48150968.319405004,0.0,0.0,0.0,0.0
416,30176373.42865688,0.0,0.0,0.0,0.0
417,6465477.086775001,0.0,0.0,0.0,0.0
418,31821497.81015625,0.0,0.0,0.0,0.0
419,5542708.5,0.0,0.0,0.0,0.0
420,3603944.1242109397,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0,0.0
422,42457147.11000001,0.0,0.0,0.0,0.0
423,6837806.220800627,0.0,0.0,0.0,0.0
424,111871951.00304346,0.0,0.0,0.0,0.0
425,570731123.810925,0.0,0.0,0.0,0.0
426,19794060.549191255,0.0,0.0,0.0,0.0
427,42962645.58939281,0.0,0.0,0.0,0.0
428,3671051.3126437515,0.0,0.0,0.0,0.0
429,21873279.467832208,0.0,0.0,0.0,0.0
430,1408618.164535313,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0,0.0
432,268167557.05738044,0.0,0.0,0.0,0.0
433,97501056.58827844,0.0,0.0,0.0,0.0
434,21963605.985956255,0.0,0.0,0.0,0.0
435,43303748.48940657,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0,0.0
438,9654006646.948124,0.0,0.0,0.0,0.0
439,31444420.422515627,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0,0.0
441,121331726.66552545,0.0,0.0,0.0,0.0
442,9942926.2104375,0.0,0.0,0.0,0.0
443,387595321.3245962,0.0,0.0,0.0,0.0
444,14956409.974471878,0.0,0.0,0.0,0.0
445,7893233.76186844,0.0,0.0,0.0,0.0
446,14178652.498828124,0.0,0.0,0.0,0.0
447,10178895.477515625,0.0,0.0,0.0,0.0
448,101154430.125,0.0,0.0,0.0,0.0
449,110413804.1191369,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0
451,226989019.43833405,0.0,0.0,0.0,0.0
452,0.0,0.0,0.0,0.0,0.0
453,2338330.1484375,0.0,0.0,0.0,0.0
454,7475728.089375,0.0,0.0,0.0,0.0
455,744522002.8722394,0.0,0.0,0.0,0.0
456,9603510.372323439,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0,0.0
458,1385677.125,0.0,0.0,0.0,0.0
459,60447933.63795376,0.0,0.0,0.0,0.0
460,34865475.95138345,0.0,0.0,0.0,0.0
461,230059443.05428225,0.0,0.0,0.0,0.0
462,5852754.9114496885,0.0,0.0,0.0,0.0
463,13056032.319238128,0.0,0.0,0.0,0.0
464,1385677.125,0.0,0.0,0.0,0.0
465,12739453.594875002,0.0,0.0,0.0,0.0
466,19038107.857840315,0.0,0.0,0.0,0.0
467,14641988.2875,0.0,0.0,0.0,0.0
468,42189948.14471719,0.0,0.0,0.0,0.0
469,22707091.047375,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0,0.0
472,712127401.7052237,0.0,0.0,0.0,0.0
473,42852115.89878627,0.0,0.0,0.0,0.0
474,49257070.741462514,0.0,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0,0.0
476,17076877.036931254,0.0,0.0,0.0,0.0
477,31448794.543306887,0.0,0.0,0.0,0.0
478,7327527.391995499,0.0,0.0,0.0,0.0
479,366342203.6863843,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0,0.0
481,51577761.70630125,0.0,0.0,0.0,0.0
482,147140757.14993155,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0,0.0
484,0.0,0.0,0.0,0.0,0.0
485,17439804.351663753,0.0,0.0,0.0,0.0
486,14356212.01089469,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0,0.0
492,24048119.40672094,0.0,0.0,0.0,0.0
493,11594306.92415625,0.0,0.0,0.0,0.0
494,41079982.661471255,0.0,0.0,0.0,0.0
495,22084922.01825,0.0,0.0,0.0,0.0
496,288421176.2126104,0.0,0.0,0.0,0.0
497,7051364.469843751,0.0,0.0,0.0,0.0
498,79166676.40567875,0.0,0.0,0.0,0.0
499,73496345.88773532,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0
501,7020764.1,0.0,0.0,0.0,0.0
502,27734096.710687503,0.0,0.0,0.0,0.0
503,196314703.91632974,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0,0.0
505,271878974.2994063,0.0,0.0,0.0,0.0
506,33170079.203789063,0.0,0.0,0.0,0.0
507,23342273.89416563,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0,0.0
510,258381541.46038505,0.0,0.0,0.0,0.0
511,29474969.0720625,0.0,0.0,0.0,0.0
512,0.0,0.0,0.0,0.0,0.0
513,0.0,0.0,0.0,0.0,0.0
514,20962933.476482816,0.0,0.0,0.0,0.0
515,0.0,0.0,0.0,0.0,0.0
516,8742987.556734376,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0,0.0
518,14262081.809062501,0.0,0.0,0.0,0.0
519,21543579.535826255,0.0,0.0,0.0,0.0
520,0.0,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0,0.0
523,42817835.40144463,0.0,0.0,0.0,0.0
524,18753687.23535563,0.0,0.0,0.0,0.0
525,0.0,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0,0.0
527,27689874.095447157,0.0,0.0,0.0,0.0
528,42816860.808533445,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0,0.0
530,0.0,0.0,0.0,0.0,0.0
531,9942926.2104375,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0,0.0
533,60555991.04962313,0.0,0.0,0.0,0.0
534,18833473.369482193,0.0,0.0,0.0,0.0
535,1369004844.8406754,0.0,0.0,0.0,0.0
536,0.0,0.0,0.0,0.0,0.0
537,26640881.754420944,0.0,0.0,0.0,0.0
538,39681000.72660938,0.0,0.0,0.0,0.0
539,0.0,0.0,0.0,0.0,0.0
540,1723026919.6754186,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0.0,0.0
542,202354552.66451418,0.0,0.0,0.0,0.0
543,34097241.541781254,0.0,0.0,0.0,0.0
544,59749011.952875,0.0,0.0,0.0,0.0
545,12200735.815872189,0.0,0.0,0.0,0.0
546,463536019.01643753,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0,0.0
548,177299593.67984062,0.0,0.0,0.0,0.0
549,963403937.9217886,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0,0.0
553,2055498.4357228128,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0,0.0
555,94217328.59088375,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0,0.0
558,140259254.755725,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0,0.0
560,10496365.6541625,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0.0,0.0
562,0.0,0.0,0.0,0.0,0.0
563,143088484.1203125,0.0,0.0,0.0,0.0
564,142327450.61283657,0.0,0.0,0.0,0.0
565,26640881.754420944,0.0,0.0,0.0,0.0
