id_n,Year,newloss1,newloss2,newloss3,newloss4,newloss5
298,2022,2605040643,2129664011,405316257,23096400,0
299,2022,337814217.9,65935162,0,0,0
300,2022,0,0,0,0,0
301,2022,4896091,0,0,0,0
302,2022,10389730.1,53818381,0,0,0
303,2022,1604268667,2678333992,2976351515,75208461,577193921
304,2022,1791431820,0,0,0,0
305,2022,116572588.6,111092263,0,0,0
306,2022,181504248.5,178742553,0,238008906,0
307,2022,5247927802,0,0,0,0
308,2022,0,173924118,170669300,0,0
309,2022,0,4917369.92,0,0,0
310,2022,34780996.25,38030262,4712142,0,0
311,2022,0,14167974.1,0,0,0
312,2022,67587720.27,46225847,31414927,44442927,0
313,2022,6743252,6466560,0,0,0
314,2022,12792823.79,9880182,11942280,13781840,14858800
315,2022,0,0,0,0,0
316,2022,370902520.4,113782116,1895009811,1013000,0
317,2022,28678025.44,23800840,39763258,123385900,0
318,2022,26953590,31347600,66729000,69818554,9544878
319,2022,21707077.25,219184721,0,0,0
320,2022,45831940,0,0,383984863,0
321,2022,7075581.95,0,0,0,0
322,2022,603633514.4,0,0,0,0
323,2022,75555400,84597956,0,0,0
324,2022,38798608,40765055,40480904,40601364,40125915
325,2022,32409307.1,0,0,0,0
326,2022,99120435,103708200,105118501,121747974,0
327,2022,1140000,160062673,0,0,0
328,2022,569372558,1516149282,1596983856,274212992,0
329,2022,18473606.18,27108124,10961406,11571952,85894771
330,2022,593736258.9,0,0,6704235,5590451130
331,2022,158909889.9,0,0,0,0
332,2022,25684756.7,0,0,0,0
333,2022,0,0,0,0,0
334,2022,533194959,646585648,0,0,0
335,2022,0,0,0,0,0
336,2022,86211667.59,58168505,100772586,139179163,0
337,2022,0,0,0,0,0
338,2022,0,0,0,0,0
339,2022,17621550,0,0,0,0
340,2022,0,0,0,0,0
341,2022,174122745,9999840,9937200,54734720,0
342,2022,434304671.6,1578975170,0,1649193458,0
343,2022,81442657.35,98879149,0,0,0
344,2022,11279658.75,48946615,35487755,22872780,10069980
345,2022,76500980.6,0,172269558,6113725,51438194
346,2022,0,0,0,0,0
347,2022,642065937.4,0,0,0,0
348,2022,463091234.2,0,0,0,0
349,2022,0,0,0,0,0
350,2022,4631616.32,4854697,3774400,0,0
351,2022,0,1159174444,490145584,1343355191,0
352,2022,55403244.51,0,0,0,0
353,2022,0,0,0,0,0
354,2022,23712000,22655000,0,0,0
355,2022,32236264.5,0,76373287,25792396,0
356,2022,0,0,0,0,0
357,2022,64497522817,0,10248904016,3880119878,1303483412
358,2022,12466521.26,9452523,795637,7870933,15243458
359,2022,0,0,0,0,0
360,2022,2101145137,8420504503,9476978863,2327522978,0
361,2022,30727136.21,33886433,29362292,43168672,40636172
362,2022,33097204.85,36298566,46046702,0,0
363,2022,0,0,0,0,0
364,2022,0,3666600,11852457,0,0
365,2022,15137775,15844200,12229500,0,0
366,2022,104887921.8,452759286,327106893,162033604,0
367,2022,827013595.4,176940827,0,0,0
368,2022,1255479.15,22305150,1011250,7983656,6998133
369,2022,0,0,0,0,0
370,2022,0,0,0,0,0
371,2022,0,0,0,0,0
372,2022,0,0,0,0,0
373,2022,0,0,0,0,0
374,2022,15135922.5,15844200,16291950,15794000,15761400
375,2022,1387052100,1457950882,956596784,0,0
376,2022,544092616.2,239203810,0,0,0
377,2022,0,0,0,0,0
378,2022,4406147.5,0,0,0,0
379,2022,33910909.3,0,0,0,0
380,2022,0,0,0,0,0
381,2022,32588864.79,68643654,116294967,0,155587239
382,2022,0,0,0,0,0
383,2022,709633697,0,0,0,0
384,2022,275641012.5,0,275660391,16893650,0
385,2022,108805451.8,0,0,0,0
386,2022,20025088,53743190,40480904,43640040,0
387,2022,18665035.7,23915686,40216614,5617033,6241500
388,2022,686808304.6,0,0,0,26278588
389,2022,3500370,3457460,4334850,0,0
390,2022,59447785.87,0,0,0,0
391,2022,192897565.6,211786075,230950934,217857025,199268448
392,2022,97851716.3,0,0,0,0
393,2022,52223058,13277166,0,0,0
394,2022,36444781.6,13500000,0,0,0
395,2022,0,0,140964880,31442650.48,0
396,2022,138302903.8,442053458,0,0,0
397,2022,33539712,600000,0,0,0
398,2022,2095710.45,2400000,0,2400000,1200000
399,2022,23021217.19,0,0,0,0
400,2022,5188470.495,0,0,0,0
401,2022,18762764.1,0,0,0,0
402,2022,869777182.6,0,0,0,0
403,2022,2047251.9,0,0,0,0
404,2022,7418659.858,10085565,10150199,7695072,7074058
405,2022,19803320,23792800,0,0,0
406,2022,22420297.37,0,0,0,0
407,2022,76339625,83808500,27118500,0,0
408,2022,0,0,0,0,0
409,2022,41220804,60633336,0,0,0
410,2022,73017353.64,188251921,69856403,77421512,0
411,2022,0,5234357,4838300,8912805,1539544
412,2022,42983851.05,22438248,11155787,0,0
413,2022,15331708,15888600,15775500,0,0
414,2022,5833380,6088800,35280050,36062400,37618500
415,2022,33264800.05,34899473,35259052,6584500,0
416,2022,39613920.8,47038652,0,0,0
417,2022,24826177.1,0,0,0,0
418,2022,5319164,0,0,0,0
419,2022,26179625,27407000,27484500,27282000,27255000
420,2022,4560000,4800000,3300000,0,0
421,2022,7834465.938,22677912,1965309,9000449,7797055
422,2022,0,0,0,0,0
423,2022,34929600,0,0,0,0
424,2022,7256691.337,14105541,23487009,13529628,0
425,2022,335668006.7,0,0,0,0
426,2022,469541908,0,0,0,0
427,2022,16284622.6,15691229,17224222,14602869,15705571
428,2022,35345474.85,0,0,0,0
429,2022,4091784.083,0,0,0,0
430,2022,75463689.88,159752245,173119300,190985349,0
431,2022,1158873.65,649323173,0,0,0
432,2022,14561723.99,477086372,0,1200000,5200000
433,2022,327525276.6,15380000,15322400,0,0
434,2022,81569433.12,113067107,70110691,165639804,0
435,2022,18069513,20777400,19820500,6078000,6067500
436,2022,35626101.05,10448557,10881356,0,5567201
437,2022,0,6081400,6081400,7455600,5665680
438,2022,0,6088800,6054000,9940190,0
439,2022,8760222352,4492193092,5123503081,0,3652453468
440,2022,25869402.5,27071420,48359979,79252980,77213060
441,2022,0,45826528,20284004,0,0
442,2022,251513385.9,0,0,0,0
443,2022,8180070,8533200,8481000,8493600,8481000
444,2022,358629247.2,644633033,390062675,222471730,1026130921
445,2022,12304675.5,0,0,0,0
446,2022,6493782.95,0,0,0,0
447,2022,11664812.5,5092000,0,0,0
448,2022,8374202.5,0,0,0,0
449,2022,83220000,87600000,98628000,0,0
450,2022,102097972.9,0,0,0,0
451,2022,0,88758139,0,128873627.5,0
452,2022,186744428,0,0,0,0
453,2022,0,0,0,0,0
454,2022,1923750,8062446,12697255,7281444,6633800
455,2022,6150300,6380600,6595200,0,0
456,2022,612520094.3,17376500,0,0,0
457,2022,7900831.75,0,0,0,0
458,2022,0,0,0,0,0
459,2022,1140000,1200000,2015300,113977717,31060146
460,2022,49730664.6,21139823,27261399,28989021,9865512
461,2022,28683913.35,0,0,0,0
462,2022,190459970.6,208587129,333694130,1019100853,1284169305
463,2022,4815075.95,13128300,172428793,195380667,0
464,2022,14974984.47,26397731,45763476,49514387,16119204
465,2022,1140000,0,0,0,0
466,2022,10480780,0,0,0,0
467,2022,15662698.45,40869916,388935460,0,4967646
468,2022,12046000,12600000,1060000,6062600,6053800
469,2022,34709774.75,24127898,24447333,42238574,24635102
470,2022,18681180,0,0,0,0
471,2022,0,0,0,0,0
472,2022,0,0,0,0,0
473,2022,863263596.1,63384229,60196977,60883919,47727585
474,2022,35254541.8,80468802,13090500,100457400,0
475,2022,43371748.34,55186771,0,0,0
476,2022,0,0,0,0,7538400614
477,2022,14049189,18429120,0,0,0
478,2022,25873001.1,22480984,12403871,0,0
479,2022,6028374.92,13839419,0,0,0
480,2022,307258569.1,0,0,0,0
481,2022,0,0,0,0,0
482,2022,43545446.24,29490278,44796935,37364231,0
483,2022,125031282.3,124390856,31280268,0,0
484,2022,0,0,0,0,0
485,2022,286010978.7,3742797556,5430431436,0,0
486,2022,14985937.07,19428701,2818450,1917279,0
487,2022,11810891.15,11814600,0,0,0
488,2022,0,0,0,0,0
489,2022,0,39778894.24,0,0,0
490,2022,0,250718580,902797.92,0,0
491,2022,0,0,0,0,0
492,2022,0,0,0,0,0
493,2022,19784447.35,19973355,18690853,19005339,51584590
494,2022,9538665,9999840,9937200,4845000,0
495,2022,36737927.12,787749,32151407,1637773,0
496,2022,18169320,28088400,9348313,0,0
497,2022,238928048.1,591612716,765435956,105449273,0
498,2022,5801175,4673100,0,0,0
499,2022,66883598.03,0,0,0,0
500,2022,60465625.65,0,0,0,0
501,2022,0,0,0,0,0
502,2022,5776000,6080000,1200000,1200000,1200000
503,2022,22816910,23581700,22424100,14756000,0
504,2022,161508592.8,4890837,0,0,0
505,2022,0,0,0,0,0
506,2022,229393916,315571623,165860778,142821900,291491500
507,2022,27655150.99,38923661,166978850,10087588,0
508,2022,19203746.5,0,0,0,0
509,2022,0,0,0,0,0
510,2022,0,0,0,0,0
511,2022,212571133.6,0,0,0,0
512,2022,24249130,35421600,0,169194684,98689884
513,2022,31032733.87,0,1109101826,146356182,0
514,2022,0,0,0,0,0
515,2022,17246257.25,20958118,18452684,0,0
516,2022,0,0,0,0,0
517,2022,7192877.5,0,0,0,0
518,2022,0,0,0,0,0
519,2022,11733450,0,0,0,0
520,2022,18453623.29,0,0,0,0
521,2022,0,194898255,122638437.5,0,0
522,2022,0,112945713,367877106,140000732.4,0
523,2022,0,86856679.28,0,0,0
524,2022,250775634,454564724,161334456,311095772,0
525,2022,15428704.9,0,0,0,0
526,2022,0,0,0,0,0
527,2022,0,0,22010625,24410990,11014124
528,2022,22780527.95,0,0,0,0
529,2022,35225537.35,37247482,36780093,35252400,37699400
530,2022,74073762.38,0,0,0,0
531,2022,0,0,0,0,0
532,2022,8180070,8517000,6246800,0,0
533,2022,0,0,0,0,285728971.4
534,2022,49819563.7,52540993,49753500,16815800,0
535,2022,15494345.15,17012188,15566107,6038600,0
536,2022,1137420078,0,0,0,0
537,2022,44938856.58,58033884,0,299865262,0
538,2022,21917519.35,22678160,11368000,22071950,0
539,2022,32645657.5,32999400,32764500,29509987,33126527
540,2022,0,0,510020071,857066800.1,0
541,2022,1417538511,0,2606510,0,0
542,2022,0,565689092,138255632,332031760,2667196176
543,2022,167156633.2,8191360,0,0,0
544,2022,28155725.18,31946708,39652825,0,0
545,2022,49155660,0,0,0,0
546,2022,10037575.55,0,0,0,0
547,2022,381352230,90790000,0,0,0
548,2022,0,0,0,0,0
549,2022,145864814.5,163235175,53262500,0,0
550,2022,792594804,0,0,0,0
551,2022,0,0,0,0,0
552,2022,0,0,103309843,0,0
553,2022,0,0,0,0,0
554,2022,2286212.905,0,13205409,0,1448839
555,2022,0,1667590550,304483061,2090152280,3568442157
556,2022,77512829.4,42279887,0,0,0
557,2022,0,0,7405547859,25722228294,23170250804
558,2022,0,133315295,95154114,52500198,0
559,2022,115391636,269906777,939132264,395795376,72971747
560,2022,0,0,0,0,0
561,2022,8635386,0,39792210,0,8480700
562,2022,0,0,0,0,0
563,2022,0,147615106.4,0,0,0
564,2022,117719250,123207500,61195000,0,0
565,2022,180441875,0,0,0,185270744
566,2022,21917519.35,10753600,0,0,0
567,2022,0,0,0,0,0
568,2022,458155322.7,456140011,1008404978,673244191,108510210
569,2022,4727154.296,0,0,0,0
570,2022,15137110,15866400,15762000,4064800,0
571,2022,7650208.678,86292954,52707895,24646326,9524572
572,2022,1810118878,1767823305,1542321518,1710158282,1666320073
573,2022,59663106.12,0,394548388,163313980,0
574,2022,91800834.85,699749729,731777682,65326400,0
575,2022,0,178806693,236619437,0,0
576,2022,4041870,15847200,18391250,13169000,0
577,2022,49200211.41,83551252,117120933,47440824,60201531
578,2022,155086054.5,28023375,0,0,0
579,2022,37021918,0,0,0,0
580,2022,1743915,0,0,0,0
581,2022,43868133.75,108123453,86420124,33297024,0
582,2022,7220000,0,0,0,0
583,2022,12321547.5,0,0,0,0
584,2022,220054819.4,0,0,0,0
585,2022,544840010,0,0,0,0
586,2022,5048174.6,0,37242346,172352232,227187992
587,2022,0,0,0,0,0
588,2022,11403154,11955360,2779800,0,0
589,2022,1581881661,0,0,0,0
590,2022,0,0,0,0,0
591,2022,6253693.725,0,0,0,0
592,2022,68182598.2,69315691,39627900,0,0
593,2022,17056525.15,9588159,0,0,0
594,2022,92431230.4,55092900,0,0,0
595,2022,372810028.1,420435008,11345820,0,0
596,2022,0,615634618,125249248,0,216555418.5
597,2022,8161013,8490000,0,0,0
598,2022,61444166.5,63309960,62859300,61752480,0
599,2022,7164697.65,0,0,0,0
600,2022,37074648.94,764686370,0,0,0
601,2022,0,0,0,0,0
602,2022,0,0,0,0,0
603,2022,137916901.9,290554957,118056980,0,0
604,2022,39324611.6,132491075,298578144,0,0
605,2022,129074304.1,207770402,535976049,0,0
606,2022,1167477.8,16706374,0,0,0
607,2022,9776467.1,0,0,0,0
608,2022,15576155.35,0,0,0,0
609,2022,62244522.5,0,0,0,0
610,2022,4112574.7,7135611,7084818,4173560,18526100
611,2022,45315047.34,47052052,76717348,552954032,476076720
612,2022,54550489.6,44695426,0,0,0
613,2022,4863525,0,0,0,0
614,2022,0,0,0,0,0
615,2022,1922601700,4483528503,3363781998,7407052718,1389806826
616,2022,0,0,0,0,0
617,2022,16018406,2757940,0,0,0
618,2022,3914000,0,0,0,0
619,2022,800866162.4,469333744,249280360,770946866,248952033
620,2022,1134658956,0,0,0,0
621,2022,0,0,0,0,0
622,2022,67129779,0,0,0,0
623,2022,0,0,0,0,0
624,2022,9621429,9696120,0,0,0
625,2022,23782204.05,28140928,42962236,13080140,13556248
626,2022,0,0,0,0,0
627,2022,0,0,0,0,0
628,2022,1760017.5,0,0,0,0
629,2022,4180000,6000000,6000000,6800000,1200000
630,2022,0,0,5026297.58,0,0
631,2022,0,0,0,0,0
632,2022,9390593.25,0,0,0,0
633,2022,384812157.7,403780343,440230705,277630479,0
634,2022,13892404.8,9378348,8696750,7876582,7884050
635,2022,12791037.5,13409750,13427750,16367250,0
636,2022,24779733.5,25925061,15517683,0,0
637,2022,0,0,1315241998,326246297.1,0
638,2022,17619270,0,0,0,0
639,2022,84400348.4,88157531,87465682,85521107,73302206
640,2022,0,0,0,0,0
641,2022,0,17674792,15135000,66053900,0
642,2022,0,0,0,0,0
643,2022,543362699.7,1004085106,276929673,34529928,0
644,2022,35526187.65,0,0,0,0
645,2022,18416354.2,16124240,10921500,10924800,9902106
646,2022,9768470,19561200,0,0,0
647,2022,59636301.05,0,0,0,0
648,2022,53860763,18766200,0,0,0
649,2022,18927813.52,0,0,0,0
650,2022,4512047.791,0,0,0,0
651,2022,38520336.98,40319994,45328125,59673901,58411054
652,2022,0,0,0,0,0
653,2022,0,0,0,0,0
654,2022,28493872.5,31857310,0,0,0
655,2022,135203592.6,0,0,0,0
656,2022,0,0,0,0,0
657,2022,23060394.62,32570753,17774750,0,0
658,2022,26403966.35,309733183,258904760,772252853,807829629
659,2022,0,0,62214866,0,0
660,2022,303004900.9,753403967,151836765,2356547899,860150752
661,2022,1291204.641,1430151,1549211,1132182,3854188
662,2022,71517022.68,85554480,19599060,0,0
663,2022,25622167.56,556947985,479155999,364949639,256904640
664,2022,1219800,1284000,1284000,5360000,1200000
665,2022,25370624,60702600,61079500,103031095,33371250
666,2022,0,0,0,0,0
667,2022,0,0,0,0,0
668,2022,32584494.6,29306165,0,0,0
669,2022,0,0,0,0,0
670,2022,0,0,0,0,0
671,2022,169933332.6,0,13227150,0,0
672,2022,27378249.5,7042724,0,0,0
673,2022,0,0,0,0,0
674,2022,0,0,0,0,0
675,2022,63061975.65,62371636,63905965,79208029,59361200
